humans,rumor_reach_frac,exposed_frac,final_rumor_frac,final_correction_frac,peak_rumor_active,time_to_peak,bot_fraction,factcheck_fraction,factcheck_placement,run,cascade,bots,factcheck
297,0.22895622895622897,0.6565656565656566,0.1414141414141414,0.27946127946127947,22,6,0.01,0.0,hubs,27,True,1%,без фактчекеров
297,0.11784511784511785,0.5218855218855218,0.037037037037037035,0.2962962962962963,17,4,0.01,0.0,hubs,28,False,1%,без фактчекеров
297,0.1111111111111111,0.5016835016835017,0.06397306397306397,0.2222222222222222,19,3,0.01,0.0,hubs,29,False,1%,без фактчекеров
291,0.2508591065292096,0.7216494845360825,0.13745704467353953,0.3848797250859107,34,7,0.03,0.0,hubs,0,True,3%,без фактчекеров
291,0.16494845360824742,0.5807560137457045,0.10996563573883161,0.281786941580756,20,3,0.03,0.0,hubs,1,False,3%,без фактчекеров
291,0.1718213058419244,0.5498281786941581,0.13058419243986255,0.23711340206185566,15,7,0.03,0.0,hubs,2,False,3%,без фактчекеров
291,0.1718213058419244,0.5773195876288659,0.08934707903780069,0.281786941580756,20,5,0.03,0.0,hubs,3,False,3%,без фактчекеров
291,0.16838487972508592,0.5773195876288659,0.10652920962199312,0.2542955326460481,18,4,0.03,0.0,hubs,4,False,3%,без фактчекеров
291,0.15807560137457044,0.563573883161512,0.08934707903780069,0.3230240549828179,17,6,0.03,0.0,hubs,5,False,3%,без фактчекеров
291,0.12027491408934708,0.436426116838488,0.07903780068728522,0.2268041237113402,9,6,0.03,0.0,hubs,6,False,3%,без фактчекеров
291,0.2268041237113402,0.6941580756013745,0.140893470790378,0.32989690721649484,17,11,0.03,0.0,hubs,7,True,3%,без фактчекеров
291,0.16151202749140894,0.5223367697594502,0.08934707903780069,0.24398625429553264,19,3,0.03,0.0,hubs,8,False,3%,без фактчекеров
291,0.10996563573883161,0.5120274914089347,0.05154639175257732,0.27491408934707906,17,5,0.03,0.0,hubs,9,False,3%,без фактчекеров
291,0.14432989690721648,0.5360824742268041,0.061855670103092786,0.28865979381443296,15,5,0.03,0.0,hubs,10,False,3%,без фактчекеров
291,0.23367697594501718,0.6769759450171822,0.13402061855670103,0.35051546391752575,18,7,0.03,0.0,hubs,11,True,3%,без фактчекеров
291,0.24054982817869416,0.7731958762886598,0.13745704467353953,0.3539518900343643,28,6,0.03,0.0,hubs,12,True,3%,без фактчекеров
291,0.15120274914089346,0.5292096219931272,0.07903780068728522,0.30927835051546393,10,4,0.03,0.0,hubs,13,False,3%,без фактчекеров
291,0.25773195876288657,0.7044673539518901,0.19931271477663232,0.24742268041237114,24,5,0.03,0.0,hubs,14,True,3%,без фактчекеров
291,0.13058419243986255,0.5120274914089347,0.07216494845360824,0.24742268041237114,10,5,0.03,0.0,hubs,15,False,3%,без фактчекеров
291,0.19243986254295534,0.6048109965635738,0.10652920962199312,0.32646048109965636,15,3,0.03,0.0,hubs,16,False,3%,без фактчекеров
291,0.18900343642611683,0.5738831615120275,0.1134020618556701,0.2920962199312715,18,4,0.03,0.0,hubs,17,False,3%,без фактчекеров
291,0.1718213058419244,0.6013745704467354,0.1134020618556701,0.2268041237113402,15,7,0.03,0.0,hubs,18,False,3%,без фактчекеров
